;age;job;marital;education;default;balance;housing;loan;contact;days since last contact;number previous contacts;previous outcome
2550;41;management;married;tertiary;no;251;no;yes;unknown;-1;0;unknown
2551;38;management;divorced;secondary;no;-17;no;no;cellular;-1;0;unknown
2552;23;services;married;secondary;no;-19;yes;no;unknown;-1;0;unknown
2553;33;management;married;tertiary;no;1064;yes;no;cellular;-1;0;unknown
2554;36;blue-collar;married;secondary;no;777;yes;no;cellular;-1;0;unknown
2555;49;unemployed;married;tertiary;no;377;no;no;cellular;59;2;failure
2556;34;admin.;divorced;secondary;no;479;yes;no;cellular;350;5;failure
2557;40;technician;divorced;secondary;no;-375;yes;no;cellular;-1;0;unknown
2558;72;retired;married;primary;no;796;no;no;cellular;-1;0;unknown
2559;43;technician;married;secondary;no;17;yes;no;unknown;-1;0;unknown
2560;44;blue-collar;married;secondary;no;1071;yes;no;cellular;357;1;failure
2561;35;admin.;married;secondary;no;0;yes;no;cellular;-1;0;unknown
2562;46;admin.;divorced;secondary;no;7378;no;no;cellular;-1;0;unknown
2563;55;admin.;married;secondary;no;865;yes;no;cellular;151;1;failure
2564;50;technician;divorced;secondary;no;-701;yes;yes;cellular;-1;0;unknown
2565;23;blue-collar;single;unknown;no;817;yes;no;cellular;-1;0;unknown
2566;34;student;married;unknown;no;1387;no;no;cellular;-1;0;unknown
2567;40;blue-collar;married;secondary;no;0;yes;yes;unknown;-1;0;unknown
2568;61;retired;married;secondary;no;2917;no;no;cellular;-1;0;unknown
2569;53;technician;married;secondary;no;4541;yes;no;unknown;-1;0;unknown
2570;57;technician;married;secondary;no;0;no;no;unknown;-1;0;unknown
2571;28;blue-collar;married;secondary;no;4287;no;no;cellular;-1;0;unknown
2572;25;admin.;married;secondary;no;242;yes;no;cellular;-1;0;unknown
2573;38;blue-collar;married;secondary;no;171;yes;yes;unknown;-1;0;unknown
2574;27;services;single;secondary;no;259;yes;no;unknown;-1;0;unknown
2575;45;blue-collar;married;secondary;no;827;yes;no;unknown;-1;0;unknown
2576;31;services;single;secondary;no;469;no;yes;cellular;-1;0;unknown
2577;39;blue-collar;married;primary;no;2226;yes;no;unknown;-1;0;unknown
2578;42;technician;married;secondary;no;0;no;no;cellular;-1;0;unknown
2579;46;management;married;tertiary;no;477;yes;no;unknown;-1;0;unknown
2580;36;services;married;secondary;no;42;yes;no;unknown;-1;0;unknown
2581;30;management;single;tertiary;no;775;yes;no;unknown;-1;0;unknown
2582;32;blue-collar;married;secondary;no;9;yes;no;cellular;-1;0;unknown
2583;52;technician;married;tertiary;no;2557;no;no;cellular;204;2;success
2584;31;management;married;tertiary;no;2395;no;no;cellular;-1;0;unknown
2585;60;management;married;primary;no;4895;no;no;unknown;-1;0;unknown
2586;35;blue-collar;single;secondary;no;376;yes;yes;unknown;-1;0;unknown
2587;38;management;married;tertiary;no;389;yes;no;unknown;-1;0;unknown
2588;46;management;divorced;tertiary;no;134;no;no;cellular;-1;0;unknown
2589;45;entrepreneur;divorced;tertiary;no;1273;yes;yes;unknown;-1;0;unknown
2590;59;services;married;secondary;no;0;yes;no;cellular;-1;0;unknown
2591;34;management;married;tertiary;no;2892;yes;yes;cellular;-1;0;unknown
2592;33;technician;divorced;secondary;no;0;yes;no;cellular;-1;0;unknown
2593;46;management;single;secondary;no;295;yes;no;unknown;-1;0;unknown
2594;48;admin.;married;secondary;no;292;yes;yes;cellular;-1;0;unknown
2595;31;services;single;secondary;no;85;no;no;cellular;-1;0;unknown
2596;32;technician;married;secondary;no;4;no;no;cellular;260;4;failure
2597;35;blue-collar;divorced;primary;no;-587;yes;no;unknown;-1;0;unknown
2598;36;blue-collar;single;primary;no;367;no;no;cellular;221;1;failure
2599;52;management;married;tertiary;no;-1224;yes;no;cellular;-1;0;unknown
2600;45;management;divorced;tertiary;no;959;no;no;unknown;-1;0;unknown
2601;34;management;married;tertiary;no;0;no;no;cellular;-1;0;unknown
2602;25;blue-collar;married;primary;yes;-589;yes;no;unknown;-1;0;unknown
2603;26;management;single;tertiary;no;-8;no;no;cellular;-1;0;unknown
2604;57;management;married;unknown;no;0;no;no;cellular;-1;0;unknown
2605;48;management;married;primary;no;247;yes;yes;unknown;-1;0;unknown
2606;48;technician;married;unknown;no;5543;no;no;unknown;-1;0;unknown
2607;32;blue-collar;married;primary;no;642;no;yes;cellular;-1;0;unknown
2608;58;retired;married;secondary;no;11;no;no;cellular;-1;0;unknown
2609;57;management;married;primary;no;-226;yes;no;unknown;-1;0;unknown
2610;31;entrepreneur;married;tertiary;no;5191;no;no;cellular;-1;0;unknown
2611;33;blue-collar;single;secondary;no;-320;no;no;cellular;-1;0;unknown
2612;53;entrepreneur;married;tertiary;no;2289;yes;yes;cellular;-1;0;unknown
2613;36;admin.;married;secondary;no;725;yes;no;cellular;99;8;failure
2614;32;technician;single;tertiary;no;705;yes;no;cellular;-1;0;unknown
2615;45;blue-collar;married;secondary;no;776;yes;no;cellular;253;1;failure
2616;35;unemployed;married;tertiary;no;816;yes;no;cellular;-1;0;unknown
2617;41;services;married;secondary;no;171;no;no;cellular;-1;0;unknown
2618;54;services;married;secondary;no;812;no;no;cellular;-1;0;unknown
2619;49;services;married;secondary;no;823;no;no;cellular;-1;0;unknown
2620;28;technician;single;secondary;no;1453;yes;no;cellular;343;1;other
2621;24;blue-collar;single;unknown;no;431;yes;no;unknown;-1;0;unknown
2622;30;admin.;single;secondary;no;1009;yes;no;cellular;-1;0;unknown
2623;32;self-employed;married;primary;no;286;yes;no;cellular;-1;0;unknown
2624;53;entrepreneur;married;tertiary;no;22370;yes;no;unknown;-1;0;unknown
2625;42;blue-collar;married;primary;no;2111;yes;no;cellular;-1;0;unknown
2626;48;blue-collar;married;primary;no;5366;yes;no;unknown;-1;0;unknown
2627;33;technician;married;secondary;no;181;yes;yes;telephone;-1;0;unknown
2628;31;blue-collar;divorced;secondary;no;-452;yes;no;unknown;-1;0;unknown
2629;56;unemployed;divorced;primary;no;1770;no;no;cellular;-1;0;unknown
2630;58;retired;married;primary;no;0;no;no;cellular;-1;0;unknown
2631;37;admin.;single;secondary;no;-296;yes;no;cellular;-1;0;unknown
2632;59;management;married;primary;no;2358;yes;no;cellular;-1;0;unknown
2633;50;management;single;tertiary;no;1200;no;no;cellular;-1;0;unknown
2634;39;housemaid;single;primary;no;109;yes;no;unknown;-1;0;unknown
2635;30;technician;married;secondary;no;616;yes;no;cellular;-1;0;unknown
2636;47;services;divorced;secondary;no;4906;yes;no;unknown;-1;0;unknown
2637;44;self-employed;married;secondary;no;313;no;no;cellular;-1;0;unknown
2638;38;blue-collar;married;primary;no;290;yes;no;cellular;-1;0;unknown
2639;50;management;married;tertiary;no;1240;no;no;cellular;-1;0;unknown
2640;27;admin.;single;tertiary;no;3672;yes;no;cellular;351;5;failure
2641;73;retired;married;secondary;no;19;no;no;cellular;-1;0;unknown
2642;46;blue-collar;married;primary;no;143;yes;no;unknown;-1;0;unknown
2643;56;retired;divorced;secondary;no;212;no;yes;telephone;-1;0;unknown
2644;36;management;married;tertiary;no;9;no;no;cellular;-1;0;unknown
2645;33;blue-collar;married;primary;no;3074;no;no;cellular;-1;0;unknown
2646;40;management;married;tertiary;no;1734;yes;no;unknown;-1;0;unknown
2647;52;management;married;tertiary;no;575;no;no;unknown;-1;0;unknown
2648;51;blue-collar;married;secondary;no;397;yes;no;cellular;-1;0;unknown
2649;33;blue-collar;married;secondary;no;640;yes;no;cellular;-1;0;unknown
2650;54;services;married;secondary;no;158;yes;no;unknown;-1;0;unknown
2651;44;management;married;secondary;no;2984;yes;no;unknown;-1;0;unknown
2652;50;entrepreneur;married;secondary;no;1011;yes;no;telephone;-1;0;unknown
2653;45;blue-collar;single;secondary;no;0;yes;no;cellular;192;4;failure
2654;36;management;married;tertiary;no;1133;yes;no;cellular;181;2;other
2655;42;technician;married;secondary;no;4945;yes;no;cellular;-1;0;unknown
2656;37;technician;married;secondary;no;712;yes;no;cellular;-1;0;unknown
2657;28;services;single;secondary;no;-427;yes;yes;unknown;-1;0;unknown
2658;56;admin.;married;secondary;no;2146;no;yes;unknown;-1;0;unknown
2659;59;admin.;married;secondary;no;92;yes;no;cellular;350;1;failure
2660;32;unemployed;married;secondary;no;10;yes;no;unknown;-1;0;unknown
2661;57;retired;married;primary;no;1238;yes;no;cellular;-1;0;unknown
2662;49;admin.;single;secondary;no;981;yes;no;telephone;-1;0;unknown
2663;56;entrepreneur;married;unknown;no;575;no;no;unknown;-1;0;unknown
2664;48;admin.;divorced;unknown;no;-70;no;no;cellular;-1;0;unknown
2665;27;student;single;tertiary;no;3733;yes;no;cellular;98;6;success
2666;31;management;single;tertiary;no;574;yes;no;cellular;-1;0;unknown
2667;28;blue-collar;single;secondary;no;43;no;no;unknown;-1;0;unknown
2668;36;management;married;tertiary;no;428;no;no;unknown;-1;0;unknown
2669;58;housemaid;married;primary;no;0;yes;no;telephone;-1;0;unknown
2670;46;admin.;married;secondary;no;0;yes;yes;cellular;259;2;failure
2671;32;management;single;tertiary;no;474;yes;no;cellular;-1;0;unknown
2672;39;services;married;secondary;no;-540;no;no;unknown;-1;0;unknown
2673;35;self-employed;married;tertiary;no;560;yes;no;cellular;136;1;failure
2674;31;management;married;tertiary;no;325;yes;no;cellular;-1;0;unknown
2675;29;management;single;tertiary;no;437;no;no;cellular;92;1;success
2676;48;blue-collar;married;primary;no;574;no;no;cellular;-1;0;unknown
2677;60;retired;married;primary;no;0;no;no;telephone;-1;0;unknown
2678;74;retired;married;secondary;no;935;no;no;cellular;104;1;other
2679;30;services;married;secondary;no;699;yes;no;unknown;-1;0;unknown
2680;52;admin.;single;primary;no;0;no;no;unknown;-1;0;unknown
2681;24;blue-collar;married;secondary;no;-220;yes;no;cellular;-1;0;unknown
2682;29;services;married;secondary;no;11417;yes;no;unknown;-1;0;unknown
2683;33;housemaid;married;primary;no;212;yes;no;cellular;-1;0;unknown
2684;34;blue-collar;married;secondary;no;67;yes;yes;unknown;-1;0;unknown
2685;45;admin.;divorced;secondary;no;0;no;no;cellular;-1;0;unknown
2686;31;blue-collar;married;secondary;no;0;no;yes;telephone;-1;0;unknown
2687;45;technician;married;secondary;no;1673;no;no;cellular;-1;0;unknown
2688;27;services;married;secondary;no;-1202;yes;no;unknown;-1;0;unknown
2689;30;management;single;tertiary;no;4213;no;no;cellular;-1;0;unknown
2690;45;blue-collar;married;primary;no;0;no;no;cellular;-1;0;unknown
2691;57;blue-collar;married;secondary;no;1521;yes;yes;cellular;178;5;failure
2692;34;management;married;tertiary;no;1310;no;no;telephone;158;7;other
2693;40;admin.;married;secondary;no;0;yes;yes;cellular;-1;0;unknown
2694;39;management;married;tertiary;no;399;no;no;cellular;-1;0;unknown
2695;46;technician;married;tertiary;no;405;no;no;cellular;-1;0;unknown
2696;55;management;divorced;tertiary;no;9756;yes;no;cellular;95;1;other
2697;25;management;single;tertiary;no;2506;no;no;cellular;-1;0;unknown
2698;34;management;married;tertiary;no;697;no;no;cellular;-1;0;unknown
2699;37;blue-collar;married;primary;no;403;yes;no;cellular;338;1;success
2700;64;retired;divorced;tertiary;no;890;no;no;cellular;-1;0;unknown
2701;45;technician;divorced;secondary;no;809;yes;no;cellular;363;4;failure
2702;57;housemaid;married;secondary;no;158;yes;no;telephone;-1;0;unknown
2703;21;student;single;unknown;no;137;yes;no;unknown;-1;0;unknown
2704;58;housemaid;married;secondary;no;2705;no;no;telephone;-1;0;unknown
2705;41;blue-collar;single;secondary;no;75;yes;no;unknown;-1;0;unknown
2706;41;management;married;unknown;no;2457;yes;no;unknown;-1;0;unknown
2707;58;management;married;tertiary;no;541;yes;no;cellular;-1;0;unknown
2708;33;management;married;tertiary;no;287;yes;no;cellular;274;3;other
2709;32;management;married;tertiary;no;273;yes;yes;cellular;-1;0;unknown
2710;44;services;divorced;secondary;no;0;yes;no;unknown;-1;0;unknown
2711;47;unknown;married;unknown;no;677;no;no;cellular;99;4;success
2712;41;self-employed;married;primary;no;340;no;no;unknown;-1;0;unknown
2713;54;technician;married;tertiary;no;98;no;no;cellular;-1;0;unknown
2714;47;technician;divorced;tertiary;no;477;yes;no;telephone;366;1;failure
2715;32;management;single;tertiary;no;2629;no;no;cellular;-1;0;unknown
2716;59;housemaid;married;tertiary;no;0;no;yes;cellular;-1;0;unknown
2717;29;technician;single;tertiary;no;2325;no;no;cellular;-1;0;unknown
2718;48;services;married;secondary;yes;-20;no;no;cellular;-1;0;unknown
2719;32;technician;single;secondary;no;230;yes;no;cellular;266;8;failure
2720;46;management;divorced;secondary;no;-852;no;yes;cellular;-1;0;unknown
2721;31;blue-collar;single;primary;no;-280;no;no;unknown;-1;0;unknown
2722;53;blue-collar;married;secondary;no;25;no;no;cellular;-1;0;unknown
2723;34;technician;single;tertiary;no;9851;yes;no;cellular;-1;0;unknown
2724;48;services;single;unknown;no;5095;yes;no;unknown;-1;0;unknown
2725;32;technician;married;secondary;no;687;no;no;cellular;-1;0;unknown
2726;31;management;married;secondary;no;1368;yes;no;cellular;-1;0;unknown
2727;27;blue-collar;single;primary;no;-179;yes;no;cellular;-1;0;unknown
2728;60;admin.;married;secondary;no;-396;yes;no;cellular;350;1;failure
2729;34;blue-collar;single;tertiary;no;1011;yes;no;unknown;-1;0;unknown
2730;52;self-employed;married;secondary;no;9;no;yes;unknown;-1;0;unknown
2731;48;blue-collar;married;secondary;no;1159;yes;yes;cellular;-1;0;unknown
2732;45;technician;married;primary;no;-322;no;no;unknown;-1;0;unknown
2733;54;technician;divorced;secondary;no;1114;yes;no;cellular;-1;0;unknown
2734;52;services;married;secondary;no;2072;no;no;cellular;-1;0;unknown
2735;47;entrepreneur;married;tertiary;no;459;yes;no;cellular;-1;0;unknown
2736;54;unknown;married;secondary;no;1157;no;no;cellular;-1;0;unknown
2737;34;blue-collar;married;secondary;no;8309;yes;yes;cellular;-1;0;unknown
2738;39;technician;single;tertiary;no;1043;no;no;cellular;-1;0;unknown
2739;46;technician;married;secondary;no;2098;no;no;cellular;-1;0;unknown
2740;26;unemployed;single;secondary;no;461;no;no;cellular;-1;0;unknown
2741;37;technician;single;secondary;no;61;yes;no;unknown;-1;0;unknown
2742;47;blue-collar;married;secondary;no;1203;yes;no;cellular;-1;0;unknown
2743;35;technician;married;secondary;no;1067;no;yes;cellular;-1;0;unknown
2744;57;unemployed;married;primary;no;0;no;no;unknown;-1;0;unknown
2745;34;management;married;tertiary;no;1657;yes;no;cellular;356;4;failure
2746;47;technician;married;secondary;no;1219;no;no;cellular;-1;0;unknown
2747;27;technician;married;secondary;no;7;yes;no;unknown;-1;0;unknown
2748;40;blue-collar;married;secondary;no;-839;yes;yes;cellular;-1;0;unknown
2749;39;technician;married;secondary;no;994;no;no;cellular;241;1;failure
2750;36;entrepreneur;married;tertiary;no;6;no;no;telephone;-1;0;unknown
2751;42;technician;single;secondary;no;0;no;no;cellular;-1;0;unknown
2752;23;blue-collar;single;primary;no;8627;yes;no;unknown;-1;0;unknown
2753;34;management;married;tertiary;no;133;yes;no;unknown;-1;0;unknown
2754;34;blue-collar;married;secondary;no;247;yes;yes;unknown;-1;0;unknown
2755;49;services;married;secondary;no;1114;no;no;cellular;-1;0;unknown
2756;57;blue-collar;married;primary;no;1592;no;yes;unknown;-1;0;unknown
2757;59;retired;married;unknown;no;0;no;no;unknown;-1;0;unknown
2758;57;admin.;married;tertiary;no;46;no;no;cellular;-1;0;unknown
2759;34;blue-collar;married;secondary;no;1221;yes;no;cellular;90;8;failure
2760;61;management;married;secondary;no;985;no;no;cellular;-1;0;unknown
2761;35;blue-collar;divorced;secondary;no;0;yes;no;unknown;-1;0;unknown
2762;42;management;married;tertiary;no;520;no;no;cellular;-1;0;unknown
2763;57;services;married;tertiary;no;10;no;no;telephone;-1;0;unknown
2764;42;blue-collar;married;secondary;no;2157;yes;no;cellular;364;2;failure
2765;53;retired;married;secondary;no;6095;yes;yes;cellular;-1;0;unknown
2766;63;retired;married;tertiary;no;133;yes;no;cellular;-1;0;unknown
2767;47;self-employed;married;secondary;no;1121;no;no;unknown;-1;0;unknown
2768;54;services;married;secondary;no;88;yes;no;unknown;-1;0;unknown
2769;45;admin.;married;secondary;no;0;no;no;cellular;-1;0;unknown
2770;28;management;single;tertiary;no;-328;yes;no;telephone;-1;0;unknown
2771;58;unemployed;married;secondary;no;610;yes;no;telephone;-1;0;unknown
2772;48;management;single;tertiary;no;414;no;no;cellular;-1;0;unknown
2773;35;management;divorced;tertiary;no;0;yes;no;telephone;-1;0;unknown
2774;37;self-employed;married;tertiary;no;0;no;no;unknown;-1;0;unknown
2775;37;blue-collar;married;secondary;no;685;yes;no;unknown;-1;0;unknown
2776;37;management;married;primary;no;22856;no;no;cellular;388;1;failure
2777;25;services;single;secondary;no;-352;no;no;cellular;-1;0;unknown
2778;58;blue-collar;married;secondary;no;602;yes;no;cellular;-1;0;unknown
2779;52;management;married;secondary;no;-588;yes;no;cellular;-1;0;unknown
2780;19;student;single;secondary;no;302;no;no;cellular;-1;0;unknown
2781;59;blue-collar;married;secondary;no;5314;yes;no;cellular;-1;0;unknown
2782;41;technician;married;secondary;no;64;yes;yes;unknown;-1;0;unknown
2783;34;technician;single;tertiary;no;632;no;no;cellular;-1;0;unknown
2784;35;technician;single;secondary;no;5731;yes;no;cellular;167;4;other
2785;41;technician;married;secondary;no;902;no;no;unknown;-1;0;unknown
2786;28;blue-collar;single;secondary;no;6307;yes;no;unknown;-1;0;unknown
2787;53;management;divorced;secondary;no;112;no;yes;cellular;-1;0;unknown
2788;35;services;married;secondary;no;0;no;yes;telephone;-1;0;unknown
2789;33;admin.;single;tertiary;no;621;no;no;cellular;-1;0;unknown
2790;37;technician;single;secondary;no;435;yes;no;unknown;-1;0;unknown
2791;32;technician;married;secondary;no;782;yes;no;unknown;-1;0;unknown
2792;32;blue-collar;married;secondary;no;478;yes;no;unknown;-1;0;unknown
2793;54;services;married;unknown;no;7864;yes;no;unknown;-1;0;unknown
2794;44;blue-collar;married;secondary;no;1910;yes;no;unknown;-1;0;unknown
2795;36;technician;divorced;tertiary;no;1174;yes;no;cellular;-1;0;unknown
2796;56;admin.;married;secondary;no;1270;yes;no;cellular;165;2;other
2797;30;management;single;tertiary;no;18;no;no;unknown;-1;0;unknown
2798;36;blue-collar;married;secondary;no;141;yes;no;unknown;-1;0;unknown
2799;43;management;married;tertiary;no;2886;no;no;cellular;-1;0;unknown
2800;40;technician;married;secondary;no;2715;yes;no;unknown;-1;0;unknown
2801;32;technician;single;tertiary;no;1100;yes;yes;cellular;-1;0;unknown
2802;34;blue-collar;married;secondary;no;516;yes;yes;unknown;-1;0;unknown
2803;37;services;married;secondary;no;1;no;no;unknown;-1;0;unknown
2804;28;admin.;single;secondary;no;775;no;no;cellular;-1;0;unknown
2805;35;unknown;married;primary;no;634;no;no;cellular;-1;0;unknown
2806;53;blue-collar;single;secondary;no;5715;no;no;cellular;-1;0;unknown
2807;60;admin.;married;unknown;no;1088;yes;no;cellular;-1;0;unknown
2808;40;entrepreneur;married;secondary;no;1532;yes;yes;cellular;-1;0;unknown
2809;57;retired;married;primary;no;75;no;no;cellular;-1;0;unknown
2810;29;technician;single;secondary;no;103;no;no;unknown;-1;0;unknown
2811;44;blue-collar;married;primary;no;134;yes;no;cellular;-1;0;unknown
2812;41;admin.;single;secondary;no;748;no;no;telephone;130;3;other
2813;47;technician;married;secondary;no;1990;yes;yes;cellular;-1;0;unknown
2814;43;technician;married;tertiary;no;192;no;no;cellular;-1;0;unknown
2815;37;technician;single;secondary;no;267;no;no;cellular;-1;0;unknown
2816;34;technician;single;tertiary;no;586;yes;no;unknown;-1;0;unknown
2817;30;blue-collar;single;secondary;no;648;yes;yes;unknown;-1;0;unknown
2818;57;entrepreneur;divorced;secondary;yes;25;yes;no;cellular;370;4;other
2819;26;admin.;single;secondary;no;96;yes;no;cellular;348;3;other
2820;34;management;married;tertiary;no;1116;yes;no;cellular;-1;0;unknown
2821;46;technician;divorced;secondary;no;-90;no;yes;telephone;-1;0;unknown
2822;38;entrepreneur;married;tertiary;no;170;yes;no;cellular;-1;0;unknown
2823;37;technician;single;secondary;no;3665;no;no;cellular;-1;0;unknown
2824;28;management;single;tertiary;no;2380;no;no;cellular;-1;0;unknown
2825;57;blue-collar;married;primary;no;179;no;no;unknown;-1;0;unknown
2826;39;management;married;tertiary;no;763;yes;no;cellular;300;2;other
2827;49;services;married;secondary;no;320;no;no;telephone;-1;0;unknown
2828;38;technician;married;secondary;no;1960;yes;no;cellular;-1;0;unknown
2829;27;blue-collar;married;secondary;no;818;yes;no;unknown;-1;0;unknown
2830;30;admin.;married;secondary;no;2678;yes;no;cellular;-1;0;unknown
2831;38;admin.;married;tertiary;no;1980;no;no;cellular;-1;0;unknown
2832;36;management;married;tertiary;no;1582;no;no;telephone;197;1;failure
2833;38;retired;single;unknown;no;62;no;no;unknown;-1;0;unknown
2834;59;housemaid;married;primary;no;235;no;no;cellular;-1;0;unknown
2835;37;management;married;tertiary;no;489;yes;no;cellular;-1;0;unknown
2836;29;self-employed;married;tertiary;no;3931;yes;no;unknown;-1;0;unknown
2837;43;blue-collar;married;secondary;no;699;yes;yes;cellular;122;2;other
2838;33;technician;married;secondary;no;58;yes;no;telephone;-1;0;unknown
2839;54;housemaid;divorced;secondary;no;1327;no;no;unknown;-1;0;unknown
2840;55;services;married;secondary;no;557;no;no;unknown;-1;0;unknown
2841;32;technician;single;tertiary;no;741;yes;no;cellular;-1;0;unknown
2842;48;management;married;primary;no;3230;yes;no;telephone;-1;0;unknown
2843;33;management;single;tertiary;no;1439;yes;no;cellular;-1;0;unknown
2844;46;admin.;married;secondary;no;120;yes;no;unknown;-1;0;unknown
2845;44;management;married;tertiary;no;1058;no;no;cellular;-1;0;unknown
2846;47;blue-collar;married;primary;no;881;yes;no;cellular;370;2;failure
2847;38;technician;married;secondary;no;6728;no;no;cellular;96;4;success
2848;80;retired;married;secondary;no;462;no;no;cellular;-1;0;unknown
2849;40;self-employed;married;secondary;no;167;yes;yes;cellular;295;1;failure
2850;43;entrepreneur;married;tertiary;no;1574;yes;no;cellular;-1;0;unknown
2851;32;technician;single;tertiary;no;1625;no;no;cellular;109;1;failure
2852;39;management;married;tertiary;no;562;no;no;cellular;-1;0;unknown
2853;33;technician;married;secondary;no;9305;yes;no;cellular;-1;0;unknown
2854;31;technician;single;secondary;no;35;no;yes;cellular;-1;0;unknown
2855;36;management;single;tertiary;no;0;no;no;cellular;-1;0;unknown
2856;35;management;single;tertiary;no;2486;yes;no;cellular;-1;0;unknown
2857;25;services;single;secondary;no;368;no;no;telephone;-1;0;unknown
2858;33;management;single;secondary;no;1558;yes;no;cellular;-1;0;unknown
2859;23;blue-collar;single;primary;no;8627;yes;no;cellular;346;1;failure
2860;31;management;single;tertiary;no;2590;no;no;cellular;484;2;other
2861;36;management;married;tertiary;no;0;yes;yes;unknown;-1;0;unknown
2862;44;technician;single;tertiary;no;900;yes;no;cellular;-1;0;unknown
2863;31;management;single;tertiary;no;385;yes;no;unknown;-1;0;unknown
2864;55;blue-collar;married;primary;no;1649;yes;no;cellular;-1;0;unknown
2865;51;housemaid;divorced;secondary;no;9228;no;no;cellular;-1;0;unknown
2866;36;admin.;married;secondary;no;0;yes;yes;cellular;-1;0;unknown
2867;27;unemployed;single;tertiary;no;1;no;no;cellular;-1;0;unknown
2868;40;services;married;secondary;no;771;yes;no;cellular;-1;0;unknown
2869;49;services;married;secondary;no;280;yes;no;telephone;-1;0;unknown
2870;59;retired;married;primary;no;46;no;no;cellular;-1;0;unknown
2871;32;management;married;tertiary;no;2431;yes;no;cellular;-1;0;unknown
2872;42;retired;single;tertiary;no;308;no;no;cellular;-1;0;unknown
2873;35;management;divorced;tertiary;no;160;yes;no;unknown;-1;0;unknown
2874;29;blue-collar;single;secondary;no;555;yes;no;cellular;-1;0;unknown
2875;29;technician;single;secondary;no;778;yes;no;unknown;-1;0;unknown
2876;37;blue-collar;single;secondary;no;48;no;no;cellular;-1;0;unknown
2877;49;admin.;married;primary;no;169;yes;no;cellular;-1;0;unknown
2878;51;services;divorced;secondary;no;12;yes;no;cellular;-1;0;unknown
2879;61;housemaid;married;primary;no;848;no;no;cellular;187;1;other
2880;43;management;married;secondary;no;481;yes;no;telephone;110;2;other
2881;42;services;married;tertiary;no;12223;yes;no;cellular;-1;0;unknown
2882;24;blue-collar;married;secondary;no;-254;yes;yes;unknown;-1;0;unknown
2883;46;self-employed;married;tertiary;no;1148;no;no;telephone;-1;0;unknown
2884;23;admin.;single;secondary;no;5;no;no;unknown;-1;0;unknown
2885;26;services;single;secondary;no;50;yes;no;cellular;-1;0;unknown
2886;43;blue-collar;divorced;primary;no;92;yes;no;unknown;-1;0;unknown
2887;35;technician;single;tertiary;no;470;yes;no;cellular;-1;0;unknown
2888;38;technician;married;secondary;no;0;no;no;cellular;-1;0;unknown
2889;56;unemployed;divorced;primary;no;109;no;no;cellular;-1;0;unknown
2890;31;services;married;secondary;no;440;yes;no;unknown;-1;0;unknown
2891;32;management;single;tertiary;no;0;no;no;cellular;-1;0;unknown
2892;28;services;single;secondary;no;2685;no;yes;unknown;-1;0;unknown
2893;26;admin.;divorced;secondary;yes;-3;yes;no;unknown;-1;0;unknown
2894;49;management;married;tertiary;no;7007;no;no;cellular;-1;0;unknown
2895;33;admin.;married;secondary;no;220;yes;no;unknown;-1;0;unknown
2896;80;retired;married;primary;no;1548;no;no;cellular;-1;0;unknown
2897;40;blue-collar;married;secondary;no;326;yes;yes;cellular;-1;0;unknown
2898;42;technician;divorced;secondary;no;0;yes;no;unknown;-1;0;unknown
2899;46;blue-collar;married;secondary;no;123;no;no;cellular;-1;0;unknown
2900;32;management;single;tertiary;no;697;no;no;cellular;99;3;failure
2901;37;services;single;tertiary;no;223;yes;no;unknown;-1;0;unknown
2902;32;student;married;secondary;no;1694;yes;no;cellular;-1;0;unknown
2903;53;management;married;tertiary;no;4446;yes;no;unknown;-1;0;unknown
2904;39;management;married;tertiary;no;894;yes;no;cellular;326;1;other
2905;31;technician;divorced;secondary;no;202;yes;no;cellular;-1;0;unknown
2906;34;management;single;tertiary;no;0;no;no;cellular;-1;0;unknown
2907;44;technician;married;tertiary;no;1707;no;no;cellular;-1;0;unknown
2908;35;technician;married;secondary;no;13658;yes;no;telephone;-1;0;unknown
2909;39;admin.;married;secondary;no;406;no;no;cellular;-1;0;unknown
2910;55;services;married;secondary;no;96;no;no;telephone;-1;0;unknown
2911;34;housemaid;married;secondary;no;0;yes;no;unknown;-1;0;unknown
2912;39;technician;married;tertiary;no;-276;no;yes;cellular;-1;0;unknown
2913;58;retired;married;secondary;no;413;no;no;cellular;-1;0;unknown
2914;37;blue-collar;married;primary;no;655;yes;no;cellular;258;4;failure
2915;56;retired;divorced;primary;no;694;no;no;cellular;102;1;other
2916;32;admin.;single;secondary;no;10218;yes;no;cellular;-1;0;unknown
2917;41;technician;single;tertiary;no;1646;yes;no;cellular;184;6;success
2918;29;admin.;single;tertiary;no;14;no;no;cellular;120;1;failure
2919;44;management;married;tertiary;no;7635;no;no;cellular;-1;0;unknown
2920;24;blue-collar;married;secondary;no;9;yes;no;unknown;-1;0;unknown
2921;43;management;single;secondary;no;1029;yes;no;unknown;-1;0;unknown
2922;26;admin.;married;tertiary;no;2855;no;no;cellular;-1;0;unknown
2923;39;admin.;married;secondary;no;260;yes;no;cellular;281;1;failure
2924;49;blue-collar;married;secondary;no;2039;yes;no;cellular;169;2;failure
2925;52;blue-collar;divorced;primary;no;-97;yes;yes;unknown;-1;0;unknown
2926;33;blue-collar;married;tertiary;no;1465;no;no;cellular;-1;0;unknown
2927;30;blue-collar;married;secondary;no;125;yes;no;unknown;-1;0;unknown
2928;32;technician;single;tertiary;no;930;no;no;cellular;-1;0;unknown
